no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value
-0.8813112666136022,-0.999707217092246,0.9962004831192838,-0.5590717876575536,-0.7817639035054953,-0.15603567516480676,0.15807719625481753,-0.06392480838985296,0.11693146751160206,-0.8744651622714712,-0.6427180763525984
-0.8813112666136022,1.0002928686546901,0.9962004831192838,-1.0246153974609278,-1.102511223845485,-0.5056825456948688,-1.0433675616676261,-0.709292251717551,-1.1185771512825624,-1.1164292301608343,-0.8286698898608056
0.30360132216019775,1.0002928686546901,0.9962004831192838,0.08552705668557975,0.4791048730034298,-1.2049762867549931,-0.046051767469869484,0.8733945735860894,-0.0661068463838297,0.5113290447312444,0.9068803695491283
-1.473767561000502,-0.999707217092246,-1.0038140082695195,-0.7739380691052647,-0.5937396122717081,0.8929049364253795,-1.1891739643281167,-0.32514496402249266,-0.15762600333154558,-0.7204880281600584,-0.797677920942771
0.8960576165470977,-0.999707217092246,-1.0038140082695195,-0.2009613185780351,0.014574271131720584,-0.15603567516480676,1.423676771347877,0.8733945735860894,0.43724851682860766,-0.4785239602706953,-0.85966185877884
0.30360132216019775,-0.999707217092246,0.9962004831192838,1.0524253232002798,1.7731544067889056,1.5921986774855037,-1.2066707326473756,-0.03319302537424829,0.7804453553825422,0.09339110928598096,0.3180329601064722
-0.2888549722267022,1.0002928686546901,0.9962004831192838,1.2314805577400392,1.7399736495123548,0.5432580658953174,-0.5126322559834398,2.4253496158741252,-0.13474621409461662,0.7422947458983636,0.16307311551629952
0.8960576165470977,-0.999707217092246,-1.0038140082695195,0.013904962869676045,0.4016831060248116,-0.15603567516480676,0.5546706114913523,-0.17148604894446928,0.07117188903774412,-0.1815680587701134,-0.2708144493361839
0.8960576165470977,-0.999707217092246,-1.0038140082695195,1.3389136984638947,0.6118279021096324,1.2425518069554415,-0.34349682889727057,1.7953480640542294,-0.40930368493776426,0.7972865795095826,2.394494877614786
0.30360132216019775,-0.999707217092246,0.9962004831192838,0.8733700886605206,0.30214083419515964,-1.554623157285055,0.4730190260014775,-0.07929069989765529,1.558358189438127,1.0832441142879208,0.4110088668605758
0.8960576165470977,1.0002928686546901,-1.0038140082695195,-0.9529933036450241,-0.9476676898882486,-1.554623157285055,0.7179737824711019,-0.2175837234678763,-0.3864238957008353,-1.0504390298273716,-0.6117261074345638
-0.2888549722267022,1.0002928686546901,-1.0038140082695195,1.5895910268195577,1.131659766108926,0.8929049364253795,-0.8625676223686175,1.7646162810386248,-0.4779430526485512,2.0511003858453725,1.991599281680337
-1.473767561000502,-0.999707217092246,-1.0038140082695195,-0.8455601629211685,-0.8591856704841134,-0.15603567516480676,1.0445801244306012,-0.11002248291325996,-0.9584186266240595,-1.0504390298273716,-0.6737100452706329
-1.473767561000502,1.0002928686546901,-1.0038140082695195,1.5179689330036539,1.8505761737675237,-1.554623157285055,-1.5624383551389731,-0.06392480838985296,1.4210794540165534,0.9402653468987516,0.9378723384671629
-0.8813112666136022,1.0002928686546901,0.9962004831192838,0.6226927603048575,0.18047805751447388,-0.15603567516480676,0.7996253679609767,-0.8475852752877719,-0.5465824203593381,0.9512637136209954,0.19406508443433404
0.8960576165470977,-0.999707217092246,0.9962004831192838,-0.4158276000257462,-0.20663077737861715,1.5921986774855037,-0.8509031101557782,0.35095426232081006,-1.0270579943348466,-0.3135484594370387,-0.08486263582797675
-1.473767561000502,1.0002928686546901,-1.0038140082695195,1.5179689330036539,0.5454663875565311,-0.15603567516480676,0.8404511607059141,-0.41734031306930663,-0.7296207342547698,0.7422947458983636,2.6734225978770967
0.30360132216019775,-0.999707217092246,-1.0038140082695195,0.6226927603048575,0.7334906787903183,-0.15603567516480676,-0.25018073119455647,1.365103101835764,0.9863634585149029,0.43434047767553796,0.13208114659826498
0.8960576165470977,1.0002928686546901,-1.0038140082695195,1.3389136984638947,0.4348638633013623,-0.855329416224931,-0.07521304800196763,1.549493799929392,0.8719645123302581,0.5993159785091946,2.3015189708606822
0.30360132216019775,1.0002928686546901,-1.0038140082695195,1.1598584639241354,0.9878764845772066,0.5432580658953174,1.3070316492194844,-0.24831550648348097,-0.9812984158609885,0.973260447065483,0.8448964317130593
0.8960576165470977,1.0002928686546901,0.9962004831192838,0.40782647885714646,0.3463818438972272,-1.2049762867549931,1.7561153694137959,1.4419325593747758,-0.36354410646390634,0.016402542230274538,0.4420008357786103
-1.473767561000502,-0.999707217092246,-1.0038140082695195,1.016614276292328,0.8330329506199702,1.2425518069554415,-0.5301290243026987,-0.1407542659288646,0.4601283060655366,1.8091363179560098,1.2168000587294736
-0.8813112666136022,-0.999707217092246,0.9962004831192838,-0.5590717876575536,-0.8813061753351472,-1.554623157285055,1.5519864056891088,-0.524901553623923,-0.40930368493776426,-0.3575419263260138,-0.2398224804181494
-1.473767561000502,-0.999707217092246,-1.0038140082695195,-1.6692142418040612,-1.5449213208661605,-1.2049762867549931,0.9745930511535656,-1.0166100818735977,-1.0728175728087044,-1.5343671656060978,-1.4485092682214962
-0.2888549722267022,-0.999707217092246,0.9962004831192838,-0.2725834123939388,-0.3282935540593029,0.5432580658953174,0.700477014151843,-0.3712426385458996,-0.5465824203593381,-0.12657622515889452,0.22505705335236859
0.8960576165470977,1.0002928686546901,-1.0038140082695195,-0.23677236548598696,-0.5937396122717081,1.2425518069554415,0.7762963435352982,-0.7861217092565627,-0.592341998833196,-0.00559419121421301,-0.17783854258208034
-0.8813112666136022,-0.999707217092246,0.9962004831192838,0.013904962869676045,0.014574271131720584,-1.2049762867549931,0.1697417084676568,-0.09465659140545762,-0.3864238957008353,0.2693649768418814,-0.7047020141886674
-0.8813112666136022,1.0002928686546901,0.9962004831192838,-0.16515027167008323,-0.5605588549951576,-1.2049762867549931,0.1114191474034605,-0.8168534922721673,-1.1185771512825624,-0.24755825910357607,-0.2088305115001149
0.30360132216019775,-0.999707217092246,-1.0038140082695195,-0.5590717876575536,-0.20663077737861715,-1.2049762867549931,1.1612252465589936,-0.017827133866445955,0.07117188903774412,-0.33554519288152623,-0.42577429392635663
-0.8813112666136022,-0.999707217092246,0.9962004831192838,0.15714915050148345,0.5012253778544636,-0.15603567516480676,-1.673251221160946,0.81193100755488,-0.043227057146900734,0.47833394456451306,-0.5187502006804602
-0.8813112666136022,1.0002928686546901,0.9962004831192838,-0.5948828345655055,-0.8813061753351472,-0.5056825456948688,0.8287866484930748,-0.4941697706083183,0.3686091491178207,-0.4015353932149889,-0.332798387172253
0.30360132216019775,-0.999707217092246,-1.0038140082695195,-0.9888043505529759,-1.0582702141434175,1.2425518069554415,-1.0433675616676261,-0.9551465158423883,-1.0041782050979176,-0.9294569958826902,-0.8906538276968746
